pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,hd_name,hip_name,pl_name,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_disc,pl_status,pl_mnum
HD 240237,b,Radial Velocity,1,745.7,,,,1.9,,,,0.4,,,,,,,,5.3,,,0,,,,,,,,,,,,,0,0,23h15m42.22s,348.925934,+58d02m35.7s,58.04324,307.69,,,-1,,,,,,,,,,,,,,,,,HD 240237,HIP 114840,HD 240237 b,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1680,,,0,,,,,,,,,,,,,,,,,,,,,2011,3,0
HD 290327,b,Radial Velocity,1,2443,,,0,,,,,,,,,,,,,2.54,,,0,,,,,,,,,,,,,0,0,05h23m21.56s,80.839851,-02d16m39.4s,-2.277619,54.92,4.02,-4.72,0,8.944,0.017,0,0,,,,,,,,,,,,,HD 290327,HIP 25191,HD 290327 b,0,1,0,0,0,0,,,,,,,,,,,,,,,,,807.25419,,,0,,,,,,,,,,,,,,,,,,,,,2009,3,0
HD 285968,b,Radial Velocity,1,8.7836,0.0054,-0.0054,0,0.066,,,0,0,,,0,,,,,0.0265,,,0,,,,,,,,,,,,,0,0,04h42m55.78s,70.732407,+18d57m29.4s,18.958172,9.42,0.22,-0.23,0,9.98,0.02,0,0,,,,,,,,,,,,,HD 285968,HIP 21932,HD 285968 b,0,1,0,0,0,0,,,,,,,,,,,,,,,,,8.42214,,,0,,,,,,,,,,,,,,,,,,,,,2008,3,0
HD 285507,b,Radial Velocity,1,6.0881,0.0018,-0.0018,0,,,,,0.086,0.019,-0.019,0,,,,,0.917,0.033,-0.033,0,,,,,,,,,,,,,0,0,04h07m01.22s,61.755104,+15d20m06.1s,15.335032,42.43,3.71,-4.5,0,10.267,0.06,0,0,4503,85,0,0,0.73,0.03,0,0,0.66,0.05,0,0,HD 285507,HIP 19207,HD 285507 b,0,1,0,0,0,0,2456263.121,0.029,-0.029,0,182,11,-11,0,,,,,,,,,291.438,10.488,-10.488,0,,,,,,,,,,,,,,,,,,,,,2013,3,0
HD 330075,b,Radial Velocity,1,3.369,0.004,-0.004,0,0.043,,,0,0,,,0,,,,,0.76,,,0,,,,,,,,,,,,,0,0,15h49m37.69s,237.407043,-49d57m48.7s,-49.963524,50.2,3.49,-4.06,0,9.334,0.023,0,0,,,,,,,,,,,,,HD 330075,HIP 77517,HD 330075 b,0,1,0,0,0,0,,,,,0,,,0,,,,,,,,,241.54062,,,0,,,,,,,,,,,,,,,,,,,,,2004,3,0
HIP 5158,b,Radial Velocity,2,345.72,5.37,-5.37,0,0.89,,,0,0.52,0.08,-0.08,0,,,,,1.42,,,0,,,,,,,,,,,,,0,0,01h06m02.05s,16.508533,-22d27m11.4s,-22.453154,44.8,3.89,-4.7,0,10.167,0.035,0,0,,,,,,,,,,,,,,HIP 5158,HIP 5158 b,0,1,0,0,0,0,2454580.49,15.21,-15.21,0,-108,11,-11,0,,,,,,,,,451,,,0,,,,,,,,,,,,,,,,,,,,,2009,3,0
HIP 5158,c,Radial Velocity,2,9017.8,3180.7,-3180.7,0,7.7,1.88,-1.88,0,0.14,0.1,-0.1,0,15.04,10.55,-10.55,0,,,,,,,,,,,,,,,,,0,0,01h06m02.05s,16.508533,-22d27m11.4s,-22.453154,44.8,3.89,-4.7,0,10.167,0.035,0,0,,,,,,,,,,,,,,HIP 5158,HIP 5158 c,0,1,0,0,0,0,,,,,142.094,75.6304,-75.6304,0,,,,,4779.96,3352.97,-3352.97,0,,,,,,,,,,,,,,,,,,,,,,,,,2011,3,0
HIP 12961,b,Radial Velocity,1,57,,,0,,,,,,,,,,,,,0.47,,,0,,,,,,,,,,,,,0,0,02h46m42.89s,41.678692,-23d05m11.8s,-23.086611,23.8,0.86,-0.93,0,10.294,0.042,0,0,,,,,,,,,,,,,,HIP 12961,HIP 12961 b,0,1,0,0,0,0,,,,,,,,,,,,,,,,,149.37381,,,0,,,,,,,,,,,,,,,,,,,,,2010,3,0
HIP 14810,b,Radial Velocity,3,6.673855,0.000019,-0.000019,0,0.0692,0.004,-0.004,0,0.1427,0.00094,-0.00094,0,,,,,3.88,0.32,-0.32,0,,,,,,,,,,,,,0,0,03h11m14.23s,47.809292,+21d05m50.5s,21.097359,52.88,3.77,-4.39,0,8.5,0.016,0,0,,,,,,,,,,,,,,HIP 14810,HIP 14810 b,0,1,0,0,0,0,2453694.598,0.007,-0.007,0,159.32,0.38,-0.38,0,,,,,,,,,1233.12845,101.70132,-101.70132,0,,,,,,,,,,,,,,,,,,,,,2005,3,0
HIP 14810,c,Radial Velocity,3,147.73,0.065,-0.065,0,0.545,0.031,-0.031,0,0.164,0.012,-0.012,0,,,,,1.28,0.1,-0.1,0,,,,,,,,,,,,,0,0,03h11m14.23s,47.809292,+21d05m50.5s,21.097359,52.88,3.77,-4.39,0,8.5,0.016,0,0,,,,,,,,,,,,,,HIP 14810,HIP 14810 c,0,1,0,0,0,0,2454672.24,0.0073,-0.0073,0,329,2.5,-2.5,0,,,,,,,,,406.80526,31.78166,-31.78166,0,,,,,,,,,,,,,,,,,,,,,2006,3,0
HIP 14810,d,Radial Velocity,3,952,15,-15,0,1.89,0.11,-0.11,0,0.173,0.037,-0.037,0,,,,,0.57,0.052,-0.052,0,,,,,,,,,,,,,0,0,03h11m14.23s,47.809292,+21d05m50.5s,21.097359,52.88,3.77,-4.39,0,8.5,0.016,0,0,,,,,,,,,,,,,,HIP 14810,HIP 14810 d,0,1,0,0,0,0,2454317.198,0.0073,-0.0073,0,286,19,-19,0,,,,,,,,,181.155,16.526,-16.526,0,,,,,,,,,,,,,,,,,,,,,2009,3,0
HIP 57050,b,Radial Velocity,1,41.397,0.016,-0.016,0,0.163506,0.000042,-0.000042,0,0.314,0.086,-0.086,0,,,,,0.298,0.025,-0.025,0,,,,,,,,,,,,,0,0,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.03,0.36,-0.38,0,11.92,0.02,0,0,,,,,,,,,,,,,,HIP 57050,HIP 57050 b,0,1,0,0,0,0,,,,,238.1,23.2,-23.2,0,,,,,,,,,94.7094,7.94542,-7.94542,0,,,,,,,,,,,,,,,,,,,,,2010,3,0
HIP 57274,b,Radial Velocity,3,8.1352,,,,0.07,,,,0.187,,,,,,,,0.036,,,0,,,,,,,,,,,,,0,0,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.87,0.71,-0.75,0,8.984,0.018,0,0,,,,,,,,,,,,,,HIP 57274,HIP 57274 b,0,1,0,0,0,0,,,,,,,,,,,,,,,,,11.4,,,0,,,,,,,,,,,,,,,,,,,,,2011,3,0
HIP 57274,c,Radial Velocity,3,32.03,,,,0.178,,,,0.05,,,,,,,,0.41,,,0,,,,,,,,,,,,,0,0,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.87,0.71,-0.75,0,8.984,0.018,0,0,,,,,,,,,,,,,,HIP 57274,HIP 57274 c,0,1,0,0,0,0,,,,,,,,,,,,,,,,,130,,,0,,,,,,,,,,,,,,,,,,,,,2011,3,0
HIP 57274,d,Radial Velocity,3,431.7,,,,1.01,,,,0.27,,,,,,,,0.527,,,0,,,,,,,,,,,,,0,0,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.87,0.71,-0.75,0,8.984,0.018,0,0,,,,,,,,,,,,,,HIP 57274,HIP 57274 d,0,1,0,0,0,0,,,,,,,,,,,,,,,,,167.5,,,0,,,,,,,,,,,,,,,,,,,,,2011,3,0
HIP 63510,c,Imaging,1,,,,,1168,,,0,,,,,6.28536,,,0,,,,,1.22,,,0,,,,,,,,,0,0,13h00m46.58s,195.194092,+12d22m32.6s,12.375724,11.43,0.19,-0.2,0,9.72,0.02,0,0,,,,,,,,,,,,,,HIP 63510,HIP 63510 c,0,0,1,0,0,0,,,,,,,,,,,,,1997.59,,,0,,,,,13.675,,,0,0.125,,,0,,,,,,,,,,,,,2010,3,0
HIP 63242,b,Radial Velocity,1,124.6,,,0,0.565,,,0,0.23,,,0,,,,,9.18,,,0,,,,,,,,,,,,,0,0,12h57m31.96s,194.383163,-65d38m47.3s,-65.646461,149.25,13.94,-17.14,0,6.871,0.01,0,0,4830,100,0,0,1.54,0.05,0,0,,,,,HD 112410,HIP 63242,HIP 63242 b,0,1,0,0,0,0,2455376.2,,,0,118.2,,,0,,,,,,,,,2917.56,,,0,,,,,,,,,,,,,,,,,,,,,2013,3,0
HIP 70849,b,Radial Velocity,1,17337.5,15512.5,-15512.5,0,20.25,15.75,-15.75,0,0.715,0.245,-0.245,0,,,,,9,6,-6,0,,,,,,,,,,,,,0,0,14h29m18.56s,217.327347,-46d27m49.7s,-46.463818,23.98,1.11,-1.22,0,10.38,0.011,0,0,,,,,,,,,,,,,,HIP 70849,HIP 70849 b,0,1,0,0,0,0,,,,,,,,,,,,,,,,,2860,1907,-1907,0,,,,,,,,,,,,,,,,,,,,,2009,3,0
HIP 75458,b,Radial Velocity,1,511.098,0.089,-0.089,0,1.275,0.074,-0.074,0,0.7124,0.0039,-0.0039,0,,,,,8.82,0.72,-0.72,0,,,,,,,,,,,,,0,0,15h24m55.77s,231.232391,+58d57m57.8s,58.966064,31.33,0.49,-0.51,0,3.29,,0,0,,,,,,,,,,,,,HD 137759,HIP 75458,HIP 75458 b,0,1,0,0,0,0,2412014.59,0.3,-0.3,0,91.58,0.81,-0.81,0,,,,,,,,,2803.14251,228.82796,-228.82796,0,,,,,,,,,,,,,,,,,,,,,2002,3,0
HIP 78530,b,Imaging,1,,,,,,,,,,,,,23.04,4,-4,0,,,,,,,,,,,,,,,,,0,0,16h01m55.46s,240.481064,-21d58m49.4s,-21.980389,131.93,14.28,-18.22,0,7.192,0.011,0,0,,,,,,,,,,,,,HD 143567,HIP 78530,HIP 78530 b,0,0,1,0,0,0,,,,,,,,,,,,,7322.49,1271.27,-1271.27,0,,,,,,,,,,,,,,,,,,,,,,,,,2010,3,0
HIP 79431,b,Radial Velocity,1,111.7,0.7,-0.7,0,0.36,,,,0.29,0.02,-0.02,0,,,,,2.1,,,0,,,,,,,,,,,,,0,0,16h12m41.77s,243.174057,-18d52m31.8s,-18.875504,14.9,0.75,-0.83,0,,,,,,,,,,,,,,,,,,HIP 79431,HIP 79431 b,0,1,0,0,0,0,2454980.3,1.2,-1.2,0,287.4,3.2,-3.2,0,,,,,,,,,667.415,,,0,,,,,,,,,,,,,,,,,,,,,2009,3,0
HIP 91258,b,Radial Velocity,1,5.0505,0.0015,-0.0015,0,0.057,0.0009,-0.0009,0,0.024,0.014,-0.014,0,,,,,1.068,0.038,-0.038,0,,,,,,,,,,,,,0,0,18h36m53.15s,279.221466,+61d42m09.0s,61.702503,44.46,1.38,-1.47,0,8.646,0.015,0,0,5519,70,0,0,0.95,0.03,0,0,1,0.04,0,0,,HIP 91258,HIP 91258 b,0,1,0,0,0,0,,,,,276,64,-64,0,,,,,,,,,339.428,12.077,-12.077,0,,,,,,,,,,,,,,,,,,,,,2013,3,0
HR 810,b,Radial Velocity,1,311.288,2.1,-2.1,0,0.91,0.104,-0.104,0,0.24,0.07,-0.07,0,,,,,1.94,0.18,-0.18,0,,,,,,,,,,,,,0,0,02h42m33.47s,40.639442,-50d48m01.1s,-50.800293,17.24,0.16,-0.17,0,5.41,,0,0,,,,,,,,,,,,,HD 17051,HIP 12653,HR 810 b,0,1,0,0,0,0,,,,,343,,,0,,,,,,,,,616.56423,57.20699,-57.20699,0,,,,,,,,,,,,,,,,,,,,,1999,3,0
HR 8799,b,Imaging,4,170000,,,0,68,,,0,,,,,7,4,-2,0,,,,,1.2,0.1,-0.1,0,,,,,,,,,0,0,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.94,1.31,-1.4,0,5.953,0.01,0,0,,,,,,,,,,,,,HD 218396,HIP 114189,HR 8799 b,0,0,1,0,0,0,,,,,,,,,,,,,2000,1000,-600,0,,,,,13,1,-1,0,0.12,0.01,-0.01,0,,,,,,,,,,,,,2008,3,0
HR 8799,c,Imaging,4,69000,,,0,38,,,0,,,,,10,3,-3,0,,,,,1.2,0.1,0,0,,,,,,,,,0,0,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.94,1.31,-1.4,0,5.953,0.01,0,0,,,,,,,,,,,,,HD 218396,HIP 114189,HR 8799 c,0,0,1,0,0,0,,,,,,,,,,,,,3000,1000,-1000,0,,,,,13,1,0,0,0.12,0.01,0,0,,,,,,,,,,,,,2008,3,0
HR 8799,d,Imaging,4,37000,,,0,24,,,0,,,,,10,3,-3,0,,,,,1.2,0.1,0,0,,,,,,,,,0,0,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.94,1.31,-1.4,0,5.953,0.01,0,0,,,,,,,,,,,,,HD 218396,HIP 114189,HR 8799 d,0,0,1,0,0,0,,,,,,,,,,,,,3000,1000,-1000,0,,,,,13,1,0,0,0.12,0.01,0,0,,,,,,,,,,,,,2008,3,0
HR 8799,e,Imaging,4,18000,,,0,14.5,0.5,-0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.94,1.31,-1.4,0,5.953,0.01,0,0,,,,,,,,,,,,,HD 218396,HIP 114189,HR 8799 e,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,3,0
KELT-1,b,Transit,1,1.217514,0.000015,-0.000015,0,0.02466,0.00016,-0.00016,0,0.0099,0.01,-0.0069,0,27.23,0.5,-0.48,0,,,,,1.11,0.032,-0.022,0,24.7,1.4,-1.9,0,87.8,1.3,-1.9,0,0,0,00h01m26.91s,0.362142,+39d23m01.7s,39.383808,262,14,-14,0,,,,,6518,50,0,,1.32,0.03,0,,1.46,0.04,0,,,,KELT-1 b,1,1,0,0,0,0,2455914.07,0.24,-0.26,0,61,71,-79,0,,,,,8654.15,158.908,-152.552,0,,,,,12.442,0.359,-0.247,0,0.114,0.003,-0.002,0,0.6086,0.0094,-0.0089,0,0.11519,0.00066,-0.00058,0,2455914.163,0.0023,-0.0022,0,2012,3,0
KELT-2 A,b,Transit,1,4.1137912,0.00001,-0.0000099,0,0.05496,0.00039,-0.00036,0,0,,,0,1.522,0.078,-0.077,0,,,,,1.286,0.065,-0.047,0,,,,,88.6,1,-1.4,0,0,0,06h10m39.35s,92.663948,+30d57m25.7s,30.957144,124.22,16.58,-22.62,0,8.713,0.016,0,0,6151,50,0,,1.31,0.03,0,,1.83,0.07,0,,HD 42176,HIP 29301,KELT-2 A b,1,1,0,0,0,0,2455974.603,0.00082,-0.00083,0,90,,,0,,,,,483.717,24.7897,-24.4719,0,,,,,14.415,0.729,-0.527,0,0.132,0.007,-0.005,0,0.521,0.026,-0.025,0,0.2155,0.0022,-0.0021,0,2455974.603,0.00082,-0.00083,0,2012,3,0
KELT-3,b,Transit,1,2.7033904,0.0000099,-0.00001,0,0.04122,0.00066,-0.00067,0,0,,,0,1.477,0.066,-0.064,0,1.47,0.065,-0.064,0,1.345,0.072,-0.072,0,0.75,0.12,-0.1,0,84.23,0.65,-0.58,0,0,0,09h54m34.40s,148.643326,+40d23m17.0s,40.388069,178,16,-16,0,,,,,6306,50,0,0,1.28,0.06,0,0,1.47,0.07,0,0,,,KELT-3 b,1,1,0,0,0,0,,,,,90,,,0,1816,37,-39,0,469.415,20.976,-20.34,0,467.19,20.658,-20.34,0,15.076,0.807,-0.807,0,0.138,0.007,-0.007,0,0.882,0.021,-0.021,0,0.1313,0.0016,-0.0016,0,2456034.295,0.00038,-0.00038,0,2013,3,0
KELT-6,b,Transit,1,7.8457,0.0002,-0.0002,0,0.07939,0.001,-0.00099,0,0.22,0.12,-0.1,0,0.43,0.045,-0.046,0,,,,,1.193,0.13,-0.077,0,0.311,0.069,-0.076,0,88.81,0.79,-0.91,0,0,0,13h03m55.65s,195.981873,+30d38m24.2s,30.640051,222,8,-8,0,,,,,6102,43,0,0,1.08,0.04,0,0,1.58,0.16,0,0,,,KELT-6 b,1,1,0,0,0,0,2456269.2,1.7,-2.5,0,80,110,-120,0,1313,59,-38,0,136.661,14.302,-14.62,0,,,,,13.372,1.457,-0.863,0,0.123,0.013,-0.008,0,0.602,0.016,-0.014,0,0.23,0.043,-0.032,0,2456347.797,0.000364,-0.000364,0,2014,3,0
TrES-2,b,Transit,1,2.47063,0.00001,-0.00001,0,0.03556,0.00075,-0.00075,0,0,,,0,1.199,0.052,-0.052,0,,,,,1.272,0.041,-0.041,0,0.77,0.09,-0.09,0,83.62,0.14,-0.14,0,0,1,19h07m14.03s,286.808477,+49d18m59.1s,49.316407,213,11,-11,0,11.411,0.005,0,0,5850,50,0,,0.98,0.06,0,,1,0.03,0,,,,TrES-2 b,1,1,0,0,0,0,,,,,,,,,,,,,381.1,16.527,-16.527,0,,,,,14.258,0.46,-0.46,0,0.131,0.004,-0.004,0,1.636,0.026,-0.025,0,,,,,,,,,2006,3,0
HAT-P-7,b,Transit,1,2.204737,0.000017,-0.000017,0,0.0377,0.0005,-0.0005,0,0,,,0,1.776,0.077,-0.077,0,,,,,1.342,0.068,-0.068,0,,,,,83.111,0.03,-0.03,0,0,1,19h28m59.36s,292.247314,+47d58m10.2s,47.969513,320,50,-40,0,,,,,6350,80,0,,1.47,0.08,0,,1.84,0.23,0,,,,HAT-P-7 b,1,1,0,0,0,0,,,,,,,,,2733,21,-21,0,564.442,24.472,-24.472,0,,,,,15.043,0.762,-0.762,0,0.138,0.007,-0.007,0,,,,,0.1685,0.011,-0.011,0,2454954.357,0.000005,-0.000005,0,2008,3,0
HAT-P-11,b,Transit,1,4.8878162,0.0000071,-0.0000071,0,0.053,0.0002,-0.0008,0,0.198,0.046,-0.046,0,0.081,0.009,-0.009,0,,,,,0.422,0.014,-0.014,0,1.33,0.2,-0.2,0,88.5,0.6,-0.6,0,0,1,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,38,1.3,-1.3,0,9.472,0.024,0,0,4780,50,0,0,0.81,0.02,0,0,0.75,0.02,0,0,,HIP 97657,HAT-P-11 b,1,1,0,0,0,0,,,,,355.2,17.3,-17.3,0,878,15,-15,0,25.743,2.86,-2.86,0,,,,,4.73,0.157,-0.157,0,0.043,0.001,-0.001,0,,,,,0.0957,0.0012,-0.0012,0,2454605.891,0.00032,-0.00032,0,2008,3,0
Kepler-4,b,Transit,1,3.21346,0.00022,-0.00022,0,0.0456,0.0009,-0.0009,0,0,,,0,0.077,0.012,-0.012,0,,,,,0.357,0.019,-0.019,0,1.91,0.36,-0.47,0,89.76,0.24,-2.05,0,0,1,19h02m27.68s,285.615326,+50d08m08.7s,50.135754,550,80,-80,0,,,,,5857,120,0,0,1.22,0.05,0,0,1.49,0.07,0,0,,,Kepler-4 b,1,1,0,0,0,0,,,,,,,,,1650,200,-200,0,24.472,3.814,-3.814,0,,,,,4.002,0.213,-0.213,0,0.037,0.002,-0.002,0,0.087,,,0,,,,,2454956.613,0.0015,-0.0015,0,2009,3,0
Kepler-5,b,Transit,1,3.54846,0.000032,-0.000032,0,0.05064,0.0007,-0.0007,0,0.024,,,1,2.114,0.056,-0.059,0,,,,,1.431,0.041,-0.052,0,0.894,0.079,-0.079,0,86.3,0.5,-0.5,0,0,1,19h57m37.68s,299.407013,+44d02m06.2s,44.035046,,,,,,,,,6297,60,0,0,1.37,0.04,0,0,1.79,0.04,0,0,,,Kepler-5 b,1,1,0,0,0,0,,,,,,,,,1868,284,-284,0,671.864,17.798,-18.751,0,,,,,16.04,0.46,-0.583,0,0.147,0.004,-0.005,0,0.7,,,0,,,,,2454955.901,0.00021,-0.00021,0,2009,3,0
Kepler-6,b,Transit,1,3.234723,0.000017,-0.000017,0,0.04567,0.00055,-0.00046,0,0,,,0,0.669,0.025,-0.03,0,,,,,1.323,0.026,-0.029,0,0.352,0.018,-0.022,0,86.8,0.3,-0.3,0,0,1,19h47m20.94s,296.83725,+48d14m23.9s,48.239964,,,,,,,,,5647,44,0,0,1.21,0.04,0,0,1.39,0.02,0,0,,,Kepler-6 b,1,1,0,0,0,0,,,,,,,,,1500,200,-200,0,212.619,7.945,-9.534,0,,,,,14.83,0.291,-0.325,0,0.136,0.003,-0.003,0,,,,,,,,,2454954.486,0.00014,-0.00014,0,2009,3,0
Kepler-7,b,Transit,1,4.885525,0.00004,-0.00004,0,0.06224,0.00109,-0.00084,0,0,,,0,0.433,0.04,-0.041,0,,,,,1.478,0.05,-0.051,0,0.166,0.019,-0.02,0,86.5,0.4,-0.4,0,0,1,19h14m19.56s,288.581512,+41d05m23.3s,41.089798,,,,,,,,,5933,44,0,0,1.35,0.07,0,0,1.84,0.05,0,0,,,Kepler-7 b,1,1,0,0,0,0,,,,,,,,,1540,200,-200,0,137.615,12.713,-13.03,0,,,,,16.567,0.56,-0.572,0,0.152,0.005,-0.005,0,,,,,0.1929,0.0025,-0.0025,0,2454967.276,0.00014,-0.00014,0,2009,3,0
Kepler-8,b,Transit,1,3.52254,0.00003,-0.00005,0,0.0483,0.0006,-0.0012,0,0,,,0,0.603,0.13,-0.19,0,,,,,1.419,0.056,-0.058,0,0.261,0.071,-0.071,0,84.07,0.33,-0.33,0,0,1,18h45m09.15s,281.288116,+42d27m03.9s,42.45108,1330,180,-180,0,,,,,6213,150,0,0,1.21,0.07,0,0,1.49,0.05,0,0,,,Kepler-8 b,1,1,0,0,0,0,,,,,,,,,1764,200,-200,0,191.643,41.316,-60.385,0,,,,,15.906,0.628,-0.65,0,0.146,0.006,-0.006,0,,,,,,,,,2454954.118,0.0003,-0.0004,0,2010,3,0
Kepler-9,b,Transit,3,19.24,,,0,0.14,0.001,-0.001,0,0.15,,,0,0.252,0.013,-0.013,0,,,,,0.842,0.069,-0.069,0,0.524,0.132,-0.132,0,,,,,1,1,19h02m17.75s,285.573975,+38d24m03.2s,38.400894,650,,,0,,,,,5777,61,0,0,1.07,0.05,0,0,1.02,0.05,0,0,,,Kepler-9 b,1,1,0,0,0,0,,,,,,,,,,,,,80.09,4.132,-4.132,0,,,,,9.438,0.773,-0.773,0,0.087,0.007,-0.007,0,,,,,0.15927,0.00044,-0.00044,0,2455073.434,0.00052,-0.00052,0,2010,3,0
Kepler-9,c,Transit,3,38.91,,,0,0.225,0.001,-0.001,0,0.13,,,0,0.171,0.013,-0.013,0,,,,,0.823,0.067,-0.067,0,0.383,0.098,-0.098,0,,,,,1,1,19h02m17.75s,285.573975,+38d24m03.2s,38.400894,650,,,0,,,,,5777,61,0,0,1.07,0.05,0,0,1.02,0.05,0,0,,,Kepler-9 c,1,1,0,0,0,0,,,,,,,,,,,,,54.347,4.132,-4.132,0,,,,,9.225,0.751,-0.751,0,0.085,0.007,-0.007,0,,,,,0.17121,0.00057,-0.00057,0,2455164.183,0.00074,-0.00074,0,2010,3,0
Kepler-9,d,Transit,3,1.592851,0.000045,-0.000045,0,0.0273,0.00042,-0.00043,0,,,,,,,,,,,,,0.146,0.017,-0.012,0,,,,,,,,,0,1,19h02m17.75s,285.573975,+38d24m03.2s,38.400894,650,,,0,,,,,5777,61,0,0,1.07,0.05,0,0,1.02,0.05,0,0,,,Kepler-9 d,1,1,0,0,0,0,,,,,,,,,2026,60,-60,0,,,,,,,,,1.64,0.19,-0.14,0,0.015,0.002,-0.001,0,,,,,0.0821,0.0054,-0.0071,0,2455015.094,0.0018,-0.0033,0,2010,3,0
Kepler-10,b,Transit,2,0.8374907,0.0000002,-0.0000002,0,0.01685,0.00013,-0.00013,0,0,,,0,0.01,0.002,-0.002,0,,,,,0.131,0.003,-0.002,0,5.8,0.8,-0.8,0,84.8,3.2,-3.9,0,0,1,19h02m43.05s,285.679382,+50d14m28.7s,50.241299,173,27,-27,0,11.157,,0,0,5708,28,0,0,0.91,0.02,0,0,1.06,0.01,0,0,,,Kepler-10 b,1,1,0,0,0,0,,,,,,,,,2169,96,-44,0,3.33,0.49,-0.49,0,,,,,1.47,0.03,-0.03,0,0.013,0,0,0,,,,,0.0755,0.0003,-0.0002,0,2455034.087,0.00018,-0.00018,0,2011,3,0
Kepler-10,c,Transit,2,45.294301,0.000048,-0.000048,0,,,,,0,,,0,0.054,0.006,-0.006,0,,,,,0.21,0.008,-0.004,0,7.1,1,-1,0,89.59,0.25,-0.43,0,1,1,19h02m43.05s,285.679382,+50d14m28.7s,50.241299,173,27,-27,0,11.157,,0,0,5708,28,0,0,0.91,0.02,0,0,1.06,0.01,0,0,,,Kepler-10 c,1,1,0,0,0,0,,,,,,,,,584,50,-17,0,17.2,1.9,-1.9,0,,,,,2.35,0.09,-0.04,0,0.022,0.001,0,0,,,,,0.2874,0.0024,-0.001,0,2455062.266,0.00081,-0.00081,0,2011,3,0
Kepler-11,b,Transit,6,10.3039,0.0006,-0.001,0,0.091,0.001,-0.001,0,0.045,0.068,-0.042,0,0.006,0.004,-0.003,0,,,,,0.161,0.003,-0.004,0,1.72,1.25,-0.91,0,89.64,0.36,-0.18,0,1,1,19h48m27.63s,297.115112,+41d54m32.9s,41.909138,613,,,0,,,,,5680,100,0,0,0.95,0.1,0,0,1.1,0.1,0,0,,,Kepler-11 b,1,1,0,0,0,0,,,,,,,,,,,,,1.9,1.4,-1,0,,,,,1.8,0.03,-0.05,0,0.017,0,-0.001,0,0.03013,0.00073,-0.00079,0,0.1715,0.0022,-0.0033,0,2455589.738,0.0026,-0.0047,0,2010,3,0
Kepler-11,c,Transit,6,13.0241,0.0013,-0.0008,0,0.107,0.001,-0.001,0,0.026,0.063,-0.013,0,0.009,0.009,-0.005,0,,,,,0.256,0.004,-0.005,0,0.66,0.66,-0.35,0,89.59,0.41,-0.16,0,1,1,19h48m27.63s,297.115112,+41d54m32.9s,41.909138,613,,,0,,,,,5680,100,0,0,0.95,0.1,0,0,1.1,0.1,0,0,,,Kepler-11 c,1,1,0,0,0,0,,,,,,,,,,,,,2.9,2.9,-1.6,0,,,,,2.87,0.05,-0.06,0,0.026,0.001,-0.001,0,0.07508,0.00068,-0.001,0,0.1893,0.0014,-0.0019,0,2455583.349,0.0014,-0.0019,0,2010,3,0
