kepid,kepoi_name,koi_pdisposition,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_sparprov,koi_vet_stat,koi_vet_date,ra,dec,koi_kepmag
9274092,K05649.01,CANDIDATE,CANDIDATE,426.935354,7.16E-03,-7.16E-03,485.38263,6.95E-03,-6.95E-03,1.24E+03,1.74E+02,-1.74E+02,3.59,1.6,-1.6,0.2,1.80E+00,-1.80E+00,0.66,3.50E+00,-3.50E+00,89.95,4.80E-01,-4.80E-01,0.978489,1.09E-05,-1.09E-05,0,,,,,,724,2869,-2869,0.0339,3.52E-02,-3.52E-02,2.48,2.6,-2.6,187,17.1,-17.1,5126,160,-160,4.623,0.084,-0.084,0.669,0.115,-0.115,-0.56,0.36,-0.36,q1_q16_stellar,active,2/13/14,288.789856,45.727459,15.218
9274431,K05650.01,FALSE POSITIVE,FALSE POSITIVE,117.845997,1.47E-03,-1.47E-03,229.86105,9.87E-03,-9.87E-03,9.31E+02,1.60E+02,-1.60E+02,2.05,2.5,-2.5,0.2,3.10E+00,-3.10E+00,0.83,2.60E+00,-2.60E+00,89.82,1.80E+00,-1.80E+00,0.44551,3.70E-06,-3.70E-06,0,,,,,,266,1824,-1824,0.0319,5.53E-02,-5.53E-02,2.68,4.6,-4.6,308.2,44.1,-44.1,5317,207,-207,4.595,0.188,-0.188,0.769,0.212,-0.212,-0.14,0.35,-0.35,q1_q16_stellar,active,2/13/14,288.970703,45.732079,15.844
9282853,K05651.01,NOT DISPOSITIONED,NOT DISPOSITIONED,83.499324,2.42E-03,-2.42E-03,163.512,2.42E-02,-2.42E-02,4.93E+02,4.12E+01,-4.12E+01,15.94,2.8,-2.8,0.32,3.50E+00,-3.50E+00,0.1,3.54E+01,-3.54E+01,89.8,5.10E+01,-5.10E+01,0.336981,6.50E-06,-6.50E-06,0,,,,,,40,196,-196,0.0199,2.60E-02,-2.60E-02,1.67,2.2,-2.2,344,147,-147,5141,232,-232,4.526,0.423,-0.423,0.773,0.659,-0.659,-0.24,0.4,-0.4,q1_q16_stellar,active,12/19/13,292.642578,45.732342,15.726
9292100,K05652.01,CANDIDATE,CANDIDATE,91.507378,1.09E-03,-1.09E-03,184.26522,9.73E-03,-9.73E-03,4.86E+02,7.10E+01,-7.10E+01,4.78,2,-2,0.1,2.40E+00,-2.40E+00,0.3,3.19E+01,-3.19E+01,89.9,1.40E+01,-1.40E+01,0.338364,2.70E-06,-2.70E-06,0,,,,,,143,1471,-1471,0.02,5.19E-02,-5.19E-02,1.37,3.5,-3.5,302,633,-633,5040,208,-208,4.635,1.243,-1.243,0.626,2.622,-2.622,-0.84,0.42,-0.42,q1_q16_stellar,active,2/13/14,296.056671,45.76976,14.969
10191449,K05775.01,FALSE POSITIVE,FALSE POSITIVE,492.24605,1.70E-02,-1.70E-02,247.5759,2.28E-02,-2.28E-02,6.29E+02,8.76E+01,-8.76E+01,12.45,3,-3,0.3,3.50E+00,-3.50E+00,0.3,1.58E+01,-1.58E+01,89.94,3.40E+00,-3.40E+00,1.19341,2.74E-05,-2.74E-05,0,,,,,,296,1505,-1505,0.0229,2.79E-02,-2.79E-02,2.13,2.6,-2.6,209.3,60.9,-60.9,5609,165,-165,4.546,0.382,-0.382,0.854,0.494,-0.494,-0.04,0.26,-0.26,q1_q16_stellar,active,2/13/14,284.092499,47.251381,15.502
10199984,K05776.01,NOT DISPOSITIONED,NOT DISPOSITIONED,198.605168,1.85E-03,-1.85E-03,163.55011,7.24E-03,-7.24E-03,3.19E+02,4.36E+01,-4.36E+01,3.762,0.767,-0.767,0.086,9.74E-01,-9.74E-01,0.53,6.80E+00,-6.80E+00,89.91,1.60E+00,-1.60E+00,0.66966,4.16E-06,-4.16E-06,0,,,,,,349,1751,-1751,0.0168,1.98E-02,-1.98E-02,4.62,5.5,-5.5,459,168,-168,5357,181,-181,3.641,0.408,-0.408,2.522,1.843,-1.843,-0.58,0.32,-0.32,q1_q16_stellar,active,12/19/13,288.473175,47.247921,13.183
10201891,K05777.01,FALSE POSITIVE,FALSE POSITIVE,372.292118,9.86E-03,-9.86E-03,379.1649,1.76E-02,-1.76E-02,3.37E+02,4.65E+01,-4.65E+01,10.32,1.9,-1.9,0.65,2.10E+00,-2.10E+00,0.846,4.91E-01,-4.91E-01,89.69,6.26E-01,-6.26E-01,1.00786,1.78E-05,-1.78E-05,0,,,,,,157,226,-226,0.01908,5.76E-03,-5.76E-03,1.882,0.568,-0.568,249.3,69,-69,5966,186,-186,4.519,0.375,-0.375,0.904,0.497,-0.497,-0.2,0.28,-0.28,q1_q16_stellar,active,2/13/14,289.41861,47.291889,14.866
10208477,K05778.01,NOT DISPOSITIONED,NOT DISPOSITIONED,454.248383,5.39E-03,-5.39E-03,494.92658,7.23E-03,-7.23E-03,2.72E+02,3.80E+01,-3.80E+01,3.984,0.758,-0.758,0.434,8.75E-01,-8.75E-01,0.923,1.50E-01,-1.50E-01,89.86,1.52E-01,-1.52E-01,1.1951,9.46E-06,-9.46E-06,0,,,,,,374,341,-341,0.01802,3.37E-03,-3.37E-03,3.686,0.689,-0.689,356.1,76.2,-76.2,6446,250,-250,3.935,0.416,-0.416,1.874,0.789,-0.789,-0.52,0.3,-0.3,q1_q16_stellar,active,12/19/13,292.125488,47.221966,12.055
10222603,K05779.01,NOT DISPOSITIONED,NOT DISPOSITIONED,112.484271,1.09E-03,-1.09E-03,177.55987,6.54E-03,-6.54E-03,2.22E+02,3.37E+01,-3.37E+01,2.016,0.61,-0.61,0.027,6.82E-01,-6.82E-01,0,4.11E+02,-4.11E+02,90,5.45E+01,-5.45E+01,0.460512,2.96E-06,-2.96E-06,0,,,,,,432,4906,-4906,0.0137,3.16E-02,-3.16E-02,1.42,3.3,-3.3,386,107,-107,6089,198,-198,4.495,0.373,-0.373,0.95,0.521,-0.521,-0.18,0.3,-0.3,q1_q16_stellar,active,12/19/13,297.097015,47.223492,13.725
10227881,K05780.01,NOT DISPOSITIONED,NOT DISPOSITIONED,5.14089108,7.66E-05,-7.66E-05,134.9858,1.17E-02,-1.17E-02,2.70E+02,1.48E+01,-1.48E+01,11.019,0.792,-0.792,0.799,6.48E-01,-6.48E-01,0.88,1.09E-01,-1.09E-01,61,1.33E+01,-1.33E+01,0.0589453,5.85E-07,-5.85E-07,0,,,,,,1.818,0.536,-0.536,0.01754,1.61E-03,-1.61E-03,1.801,0.165,-0.165,1039,332,-332,5893,218,-218,4.505,0.412,-0.412,0.941,0.597,-0.597,0,0.32,-0.32,q1_q16_stellar,active,12/19/13,298.55719,47.251991,15.525
10266852,K05781.01,FALSE POSITIVE,FALSE POSITIVE,179.272308,1.93E-03,-1.93E-03,149.17298,7.31E-03,-7.31E-03,1.61E+02,2.39E+01,-2.39E+01,2.212,0.573,-0.573,0.025,6.95E-01,-6.95E-01,0,8.27E+02,-8.27E+02,90,7.57E+01,-7.57E+01,0.642696,4.60E-06,-4.60E-06,0,,,,,,626,7729,-7729,0.0116,3.08E-02,-3.08E-02,1.26,3.3,-3.3,330,107,-107,6014,209,-209,4.486,0.413,-0.413,0.993,0.64,-0.64,0.07,0.35,-0.35,q1_q16_stellar,active,2/13/14,288.779388,47.344372,12.752
10272858,K05782.01,CANDIDATE,CANDIDATE,584.550476,5.21E-03,-5.21E-03,388.63234,7.17E-03,-7.17E-03,3.11E+02,3.96E+01,-3.96E+01,4.4,1,-1,0.09,1.30E+00,-1.30E+00,0.49,9.30E+00,-9.30E+00,89.97,7.76E-01,-7.76E-01,1.52073,9.03E-06,-9.03E-06,0,,,,,,904,5397,-5397,0.0164,2.55E-02,-2.55E-02,6.5,10.1,-10.1,354.5,17.3,-17.3,5208,68,-68,3.458,0.009,-0.009,3.62,0.34,-0.34,-0.2,0.3,-0.3,q1_q16_stellar,active,2/13/14,291.362946,47.328709,11.367
11465658,K05903.01,FALSE POSITIVE,FALSE POSITIVE,253.7913,4.13E-03,-4.13E-03,267.5231,1.25E-02,-1.25E-02,6.68E+02,9.98E+01,-9.98E+01,3.83,2.2,-2.2,0.22,2.70E+00,-2.70E+00,0.76,3.10E+00,-3.10E+00,89.88,1.20E+00,-1.20E+00,0.758509,8.23E-06,-8.23E-06,0,,,,,,349,1871,-1871,0.0259,3.51E-02,-3.51E-02,2.4,3.3,-3.3,253.4,67.5,-67.5,5426,191,-191,4.535,0.342,-0.342,0.85,0.449,-0.449,0.04,0.28,-0.28,q1_q16_stellar,active,2/13/14,296.631805,49.363312,15.327
11465869,K05904.01,CANDIDATE,CANDIDATE,322.549373,6.23E-03,-6.23E-03,267.9238,1.29E-02,-1.29E-02,8.91E+01,1.09E+01,-1.09E+01,10.98,1,-1,0.26,1.30E+00,-1.30E+00,0.78,1.20E+00,-1.20E+00,89.69,1.20E+00,-1.20E+00,0.860941,1.11E-05,-1.11E-05,0,,,,,,144,326,-326,0.00952,5.20E-03,-5.20E-03,0.77,0.421,-0.421,219.3,45.8,-45.8,5359,185,-185,4.611,0.257,-0.257,0.741,0.305,-0.305,-0.28,0.4,-0.4,q1_q16_stellar,active,2/13/14,296.719177,49.35994,11.697
11493378,K05905.01,FALSE POSITIVE,FALSE POSITIVE,35.6606167,2.89E-04,-2.89E-04,151.47196,6.28E-03,-6.28E-03,1.88E+02,2.80E+01,-2.80E+01,1.588,0.514,-0.514,0.02,5.59E-01,-5.59E-01,0,1.23E+02,-1.23E+02,90,4.13E+01,-4.13E+01,0.209493,1.13E-06,-1.13E-06,0,,,,,,173,2192,-2192,0.0125,3.46E-02,-3.46E-02,1.19,3.3,-3.3,524,129,-129,5835,159,-159,4.544,0.345,-0.345,0.869,0.424,-0.424,-0.16,0.3,-0.3,q1_q16_stellar,active,2/13/14,283.469971,49.416962,13.951
11506938,K05906.01,NOT DISPOSITIONED,NOT DISPOSITIONED,22.57543985,9.36E-05,-9.36E-05,149.1189,3.16E-03,-3.16E-03,1.25E+03,2.08E+03,-2.08E+03,29,16.2,-16.2,14.51,8.10E+00,-8.10E+00,1,6.20E-02,-6.20E-02,61.56,1.50E+00,-1.50E+00,0.165634,4.58E-07,-4.58E-07,0,,,,,,2.0995,0.0296,-0.0296,0.06054,5.41E-03,-5.41E-03,8.76,0.783,-0.783,822,285,-285,6587,232,-232,4.268,0.39,-0.39,1.326,0.913,-0.913,-0.22,0.36,-0.36,q1_q16_stellar,active,12/19/13,291.646515,49.493408,11.612
11513366,K05907.01,FALSE POSITIVE,FALSE POSITIVE,587.363447,5.07E-03,-5.07E-03,188.12,6.12E-03,-6.12E-03,1.26E+03,1.91E+02,-1.91E+02,10.74,1.4,-1.4,0.36,1.50E+00,-1.50E+00,0.3,5.60E+00,-5.60E+00,89.96,8.48E-01,-8.48E-01,1.89457,1.09E-05,-1.09E-05,0,,,,,,413,743,-743,0.0317,1.81E-02,-1.81E-02,40.9,23.4,-23.4,527.6,93.7,-93.7,4784,216,-216,2.711,0.034,-0.034,11.839,4.068,-4.068,0.36,0.42,-0.42,q1_q16_stellar,active,2/13/14,294.729553,49.428478,13.715
11513441,K05908.01,NOT DISPOSITIONED,NOT DISPOSITIONED,342.282751,3.68E-03,-3.68E-03,444.75764,5.31E-03,-5.31E-03,1.14E+03,4.02E+03,-4.02E+03,4.1,0.492,-0.492,0.121,5.64E-01,-5.64E-01,0,3.30E+04,-3.30E+04,90,2.88E+03,-2.88E+03,0.956736,6.86E-06,-6.86E-06,0,,,,,,657,1361,-1361,0.0303,1.58E-02,-1.58E-02,6.45,3.4,-3.4,338,107,-107,5361,187,-187,3.856,0.592,-0.592,1.951,1.229,-1.229,-0.2,0.36,-0.36,q1_q16_stellar,active,12/19/13,294.762695,49.430069,13.982
11520114,K05909.01,CANDIDATE,CANDIDATE,7.079983,5.62E-05,-5.62E-05,131.5909,6.48E-03,-6.48E-03,3.62E+02,4.87E+01,-4.87E+01,2.277,0.521,-0.521,0.081,8.91E-01,-8.91E-01,0.7,3.50E+00,-3.50E+00,87.7,2.23E+01,-2.23E+01,0.0666206,3.53E-07,-3.53E-07,0,,,,,,17.6,82.5,-82.5,0.0187,2.74E-02,-2.74E-02,1.64,2.4,-2.4,737.8,60.5,-60.5,4808,210,-210,4.521,0.073,-0.073,0.806,0.112,-0.112,0.28,0.26,-0.26,q1_q16_stellar,active,2/13/14,297.394958,49.48494,15.975
11520465,K05910.01,NOT DISPOSITIONED,NOT DISPOSITIONED,91.2412121,7.71E-04,-7.71E-04,155.72282,6.63E-03,-6.63E-03,2.51E+02,3.61E+01,-3.61E+01,1.937,0.367,-0.367,0.031,5.05E-01,-5.05E-01,0.3,2.33E+01,-2.33E+01,89.95,4.20E+00,-4.20E+00,0.405648,2.28E-06,-2.28E-06,0,,,,,,349,2603,-2603,0.0147,2.07E-02,-2.07E-02,1.94,2.7,-2.7,494,165,-165,6493,247,-247,4.305,0.365,-0.365,1.205,0.8,-0.8,-0.3,0.34,-0.34,q1_q16_stellar,active,12/19/13,297.527069,49.404499,13.89
8487777,K05523.01,NOT DISPOSITIONED,NOT DISPOSITIONED,96.1206058,9.82E-04,-9.82E-04,166.95282,7.77E-03,-7.77E-03,2.14E+02,3.12E+01,-3.12E+01,2.565,0.598,-0.598,0.034,6.79E-01,-6.79E-01,0.1,8.92E+01,-8.92E+01,90,1.79E+01,-1.79E+01,0.396854,2.70E-06,-2.70E-06,0,,,,,,289,2587,-2587,0.0134,2.43E-02,-2.43E-02,1.74,3.1,-3.1,460.5,71.9,-71.9,6038,174,-174,4.245,0.209,-0.209,1.186,0.364,-0.364,-0.42,0.32,-0.32,q1_q16_stellar,active,12/19/13,288.925049,44.53577,13.917
8495232,K05524.01,NOT DISPOSITIONED,NOT DISPOSITIONED,9.63639302,8.64E-05,-8.64E-05,134.94389,6.97E-03,-6.97E-03,4.44E+01,5.40E+00,-5.40E+00,3.21,0.482,-0.482,0.119,7.19E-01,-7.19E-01,0.9,5.83E-01,-5.83E-01,85,1.66E+01,-1.66E+01,0.0761734,4.55E-07,-4.55E-07,0,,,,,,10.4,27.8,-27.8,0.00733,4.45E-03,-4.45E-03,0.519,0.315,-0.315,657,50.5,-50.5,5102,161,-161,4.616,0.064,-0.064,0.649,0.091,-0.091,-0.76,0.38,-0.38,q1_q16_stellar,active,12/19/13,291.80365,44.534592,12.162
8499922,K05525.01,NOT DISPOSITIONED,NOT DISPOSITIONED,45.6812022,2.46E-04,-2.46E-04,142.35227,4.54E-03,-4.54E-03,2.76E+02,4.71E+01,-4.71E+01,1.769,0.596,-0.596,0.135,7.43E-01,-7.43E-01,0.883,6.18E-01,-6.18E-01,89.49,1.60E+00,-1.60E+00,0.24391,8.75E-07,-8.75E-07,0,,,,,,100,241,-241,0.0182,1.14E-02,-1.14E-02,15.72,9.8,-9.8,1215,129,-129,4835,127,-127,2.608,0.034,-0.034,7.917,1.627,-1.627,-0.52,0.3,-0.3,q1_q16_stellar,active,12/19/13,293.662445,44.527512,13.409
8505674,K05526.01,NOT DISPOSITIONED,NOT DISPOSITIONED,43.1697152,3.74E-04,-3.74E-04,159.08839,7.40E-03,-7.40E-03,1.34E+02,1.91E+01,-1.91E+01,2.093,0.358,-0.358,0.046,3.58E-01,-3.58E-01,0.7,2.60E+00,-2.60E+00,89.65,2.50E+00,-2.50E+00,0.2337,1.35E-06,-1.35E-06,0,,,,,,115,409,-409,0.01134,8.21E-03,-8.21E-03,1.6,1.2,-1.2,615,88.1,-88.1,5929,197,-197,4.176,0.267,-0.267,1.292,0.36,-0.36,-0.32,0.32,-0.32,q1_q16_stellar,active,12/19/13,295.580597,44.568977,13.158
8507073,K05527.01,NOT DISPOSITIONED,NOT DISPOSITIONED,209.062973,0.00E+00,0.00E+00,300.8203979,0.00E+00,0.00E+00,2.55E+05,0.00E+00,0.00E+00,6,0,0,1.64417,0.00E+00,0.00E+00,0.1,0.00E+00,0.00E+00,89.98,0.00E+00,0.00E+00,0.690688,0.00E+00,0.00E+00,0,,,,,,364.637223,0,0,0.37349753,0.00E+00,0.00E+00,42.1021,0,0,330.8,0,0,6131,209,-209,4.412,0.364,-0.364,1.033,0.618,-0.618,-0.2,0.32,-0.32,q1_q16_stellar,active,12/19/13,296.034698,44.56221,14.174
8507586,K05528.01,CANDIDATE,CANDIDATE,201.621556,3.48E-03,-3.48E-03,261.77603,9.96E-03,-9.96E-03,5.10E+02,8.25E+01,-8.25E+01,3.32,1.7,-1.7,0.09,2.10E+00,-2.10E+00,0.5,1.62E+01,-1.62E+01,89.93,2.90E+00,-2.90E+00,0.660475,7.60E-06,-7.60E-06,0,,,,,,416,4338,-4338,0.0212,4.70E-02,-4.70E-02,2.14,4.7,-4.7,308.7,84.5,-84.5,5919,182,-182,4.483,0.36,-0.36,0.923,0.502,-0.502,-0.24,0.28,-0.28,q1_q16_stellar,active,2/13/14,296.191223,44.542122,15.169
8509781,K05529.01,NOT DISPOSITIONED,NOT DISPOSITIONED,70.33588526,3.17E-06,-3.17E-06,198.9472579,3.62E-05,-3.62E-05,2.45E+04,1.00E+01,-1.00E+01,4.64557,0.00291,-0.00291,10.02,3.30E+00,-3.30E+00,0.98878,6.91E-03,-6.91E-03,89.35,5.80E-03,-5.80E-03,0.335823,1.01E-08,-1.01E-08,0,,,,,,86.925,0.169,-0.169,0.24197,4.87E-03,-4.87E-03,34.484,0.693,-0.693,529,116,-116,6082,188,-188,4.215,0.244,-0.244,1.306,0.565,-0.565,-0.18,0.3,-0.3,q1_q16_stellar,active,12/19/13,296.830017,44.549149,11.701
8510197,K05530.01,NOT DISPOSITIONED,NOT DISPOSITIONED,591.37572,1.45E-02,-1.45E-02,333.5036,2.12E-02,-2.12E-02,1.43E+02,1.91E+01,-1.91E+01,15.07,1.4,-1.4,0.33,1.50E+00,-1.50E+00,0.69,1.60E+00,-1.60E+00,89.82,8.01E-01,-8.01E-01,1.41305,2.31E-05,-2.31E-05,0,,,,,,223,474,-474,0.01168,4.50E-03,-4.50E-03,1.773,0.683,-0.683,289.3,61.6,-61.6,6609,233,-233,4.183,0.246,-0.246,1.391,0.584,-0.584,-0.48,0.32,-0.32,q1_q16_stellar,active,12/19/13,296.94693,44.553761,12.913
9300066,K05653.01,CANDIDATE,CANDIDATE,188.662932,4.43E-03,-4.43E-03,154.3055,1.87E-02,-1.87E-02,8.82E+02,1.39E+02,-1.39E+02,5.31,2.1,-2.1,0.24,2.70E+00,-2.70E+00,0.63,4.80E+00,-4.80E+00,89.84,2.00E+00,-2.00E+00,0.558986,8.75E-06,-8.75E-06,0,,,,,,221,1083,-1083,0.0283,4.15E-02,-4.15E-02,2.08,3,-3,231.6,16.2,-16.2,4788,162,-162,4.599,0.067,-0.067,0.672,0.082,-0.082,-0.36,0.36,-0.36,q1_q16_stellar,active,2/13/14,298.3862,45.764229,15.545
9304976,K05654.01,NOT DISPOSITIONED,NOT DISPOSITIONED,54.6952028,7.39E-04,-7.39E-04,155.2623,1.12E-02,-1.12E-02,9.30E+02,1.03E+02,-1.03E+02,4.69,2.4,-2.4,0.2,2.90E+00,-2.90E+00,0.59,7.10E+00,-7.10E+00,89.55,8.30E+00,-8.30E+00,0.252383,2.27E-06,-2.27E-06,0,,,,,,75,477,-477,0.029,4.60E-02,-4.60E-02,2.39,3.8,-3.8,404.9,88,-88,5299,240,-240,4.535,0.214,-0.214,0.757,0.322,-0.322,-0.44,0.42,-0.42,q1_q16_stellar,active,12/19/13,299.817719,45.709164,13.823
9306677,K05655.01,FALSE POSITIVE,FALSE POSITIVE,532.93049,1.01E-02,-1.01E-02,285.0163,1.37E-02,-1.37E-02,1.69E+02,2.46E+01,-2.46E+01,5.82,1.9,-1.9,0.09,2.70E+00,-2.70E+00,0.5,1.98E+01,-1.98E+01,89.95,2.40E+00,-2.40E+00,1.63992,2.08E-05,-2.08E-05,0,,,,,,616,8000,-8000,0.0123,2.86E-02,-2.86E-02,4.5,10.5,-10.5,498,102,-102,7872,350,-350,3.698,0.342,-0.342,3.373,1.349,-1.349,-0.04,0.42,-0.42,q1_q16_stellar,active,2/13/14,300.356476,45.737091,13.103
9330740,K05656.01,CANDIDATE,CANDIDATE,169.847877,1.39E-03,-1.39E-03,178.69028,7.40E-03,-7.40E-03,1.22E+02,1.53E+01,-1.53E+01,2.82,0.216,-0.216,0.035,2.12E-01,-2.12E-01,0.42,5.60E+00,-5.60E+00,89.94,9.04E-01,-9.04E-01,0.580307,3.17E-06,-3.17E-06,0,,,,,,424,1163,-1163,0.01034,5.80E-03,-5.80E-03,1.666,0.935,-0.935,425.6,77.8,-77.8,6047,164,-164,4.055,0.38,-0.38,1.477,0.534,-0.534,-0.56,0.32,-0.32,q1_q16_stellar,active,2/13/14,286.122467,45.84251,12.687
9334027,K05657.01,CANDIDATE,CANDIDATE,284.69726,4.16E-03,-4.16E-03,257.6871,1.14E-02,-1.14E-02,3.73E+02,5.29E+02,-5.29E+02,3.71,2.5,-2.5,0.06,3.10E+00,-3.10E+00,0,3.42E+04,-3.42E+04,90,3.29E+03,-3.29E+03,0.854309,8.32E-06,-8.32E-06,0,,,,,,596,12763,-12763,0.0177,7.89E-02,-7.89E-02,1.98,8.9,-8.9,293,92,-92,6054,210,-210,4.425,0.379,-0.379,1.028,0.642,-0.642,-0.1,0.32,-0.32,q1_q16_stellar,active,2/13/14,288.029449,45.800098,14.403
9357578,K05658.01,NOT DISPOSITIONED,NOT DISPOSITIONED,171.700916,1.37E-03,-1.37E-03,221.34534,3.22E-03,-3.22E-03,9.68E+02,1.30E+02,-1.30E+02,2.796,0.679,-0.679,0.079,8.37E-01,-8.37E-01,0.2,2.35E+01,-2.35E+01,89.98,2.90E+00,-2.90E+00,0.873471,4.64E-06,-4.64E-06,0,,,,,,474,2199,-2199,0.0278,3.67E-02,-3.67E-02,41.5,54.8,-54.8,879,186,-186,5033,260,-260,2.645,0.033,-0.033,13.679,5.63,-5.63,0.07,0.69,-0.69,q1_q16_stellar,active,12/19/13,297.297424,45.881748,13.318
9362842,K05659.01,NOT DISPOSITIONED,NOT DISPOSITIONED,444.894111,7.91E-03,-7.91E-03,240.27426,9.92E-03,-9.92E-03,6.13E+02,8.88E+01,-8.88E+01,8.77,0.679,-0.679,1.069,7.22E-01,-7.22E-01,0.8986,6.51E-02,-6.51E-02,89.73,9.95E-02,-9.95E-02,1.22183,1.45E-05,-1.45E-05,0,,,,,,192.3,57.7,-57.7,0.02655,2.65E-03,-2.65E-03,7.067,0.704,-0.704,386,106,-106,6195,203,-203,3.753,0.561,-0.561,2.439,1.326,-1.326,-0.42,0.36,-0.36,q1_q16_stellar,active,12/19/13,298.735352,45.863979,13.037
9363944,K05660.01,CANDIDATE,CANDIDATE,402.208751,8.85E-03,-8.85E-03,369.5089,1.29E-02,-1.29E-02,5.32E+02,9.23E+01,-9.23E+01,5.31,2.2,-2.2,0.11,2.80E+00,-2.80E+00,0,1.27E+02,-1.27E+02,90,1.25E+01,-1.25E+01,1.08953,1.60E-05,-1.60E-05,0,,,,,,589,6779,-6779,0.0205,6.72E-02,-6.72E-02,10.4,34.1,-34.1,452,166,-166,4961,126,-126,3.131,0.373,-0.373,4.649,3.411,-3.411,-0.26,0.26,-0.26,q1_q16_stellar,active,2/13/14,299.035278,45.869289,13.66
10292000,K05783.01,FALSE POSITIVE,FALSE POSITIVE,200.8385,2.62E-03,-2.62E-03,268.68424,8.13E-03,-8.13E-03,1.45E+02,2.70E+01,-2.70E+01,2.371,0.465,-0.465,0.029,5.58E-01,-5.58E-01,0.3,2.77E+01,-2.77E+01,89.97,2.80E+00,-2.80E+00,0.968499,8.41E-06,-8.41E-06,0,,,,,,626,5565,-5565,0.0114,1.35E-02,-1.35E-02,3.66,4.3,-4.3,852,166,-166,11086,453,-453,3.98,0.256,-0.256,2.936,1.118,-1.118,0.07,0.57,-0.57,q1_q16_stellar,active,2/13/14,298.013062,47.325008,12.488
10319341,K05784.01,FALSE POSITIVE,FALSE POSITIVE,40.10387,4.74E-04,-4.74E-04,158.84405,9.14E-03,-9.14E-03,1.99E+02,2.62E+01,-2.62E+01,3.466,0.984,-0.984,0.09,1.10E+00,-1.10E+00,0.7,4.20E+00,-4.20E+00,89.38,7.20E+00,-7.20E+00,0.231121,1.82E-06,-1.82E-06,0,,,,,,65,366,-366,0.0138,1.53E-02,-1.53E-02,1.64,1.8,-1.8,591,194,-194,6174,217,-217,4.374,0.37,-0.37,1.089,0.709,-0.709,-0.16,0.32,-0.32,q1_q16_stellar,active,2/13/14,281.523895,47.474751,14.255
10319834,K05785.01,CANDIDATE,CANDIDATE,70.312525,2.78E-03,-2.78E-03,178.7487,3.16E-02,-3.16E-02,1.48E+02,2.16E+01,-2.16E+01,13.66,2,-2,0.45,2.00E+00,-2.00E+00,0.796,9.42E-01,-9.42E-01,88.14,6.00E+00,-6.00E+00,0.340651,8.99E-06,-8.99E-06,0,,,,,,24.6,50.1,-50.1,0.01232,4.99E-03,-4.99E-03,1.337,0.541,-0.541,462,144,-144,6137,220,-220,4.471,0.399,-0.399,0.994,0.615,-0.615,-0.12,0.34,-0.34,q1_q16_stellar,active,2/13/14,281.88324,47.41605,14.942
10320341,K05786.01,NOT DISPOSITIONED,NOT DISPOSITIONED,30.11467923,1.56E-06,-1.56E-06,158.5292915,4.00E-05,-4.00E-05,9.08E+04,3.90E+01,-3.90E+01,5.68859,0.00296,-0.00296,4.972,4.49E-01,-4.49E-01,0.9038,1.37E-02,-1.37E-02,88.8,1.81E-02,-1.81E-02,0.195009,6.72E-09,-6.72E-09,0,,,,,,43.2299,0.0167,-0.0167,0.39982,9.13E-03,-9.13E-03,44.98,1,-1,637,238,-238,6277,221,-221,4.449,0.435,-0.435,1.031,0.767,-0.767,-0.18,0.32,-0.32,q1_q16_stellar,active,12/19/13,282.197021,47.419579,14.482
10339000,K05787.01,NOT DISPOSITIONED,NOT DISPOSITIONED,69.776229,1.22E-03,-1.22E-03,147.9342,1.40E-02,-1.40E-02,1.62E+02,1.92E+01,-1.92E+01,9.28,1.3,-1.3,0.13,1.50E+00,-1.50E+00,0.4,1.06E+01,-1.06E+01,89.6,1.38E+01,-1.38E+01,0.321764,3.75E-06,-3.75E-06,0,,,,,,53,276,-276,0.0119,1.18E-02,-1.18E-02,1.28,1.3,-1.3,480,112,-112,6224,196,-196,4.413,0.313,-0.313,0.983,0.456,-0.456,-0.58,0.3,-0.3,q1_q16_stellar,active,12/19/13,291.638916,47.474972,14.333
